name,rating,votes,location,cuisines,cost(2),cost category
Cafe Treat - The Pride Hotel,4,119,Richmond Road,"Continental, Asian, Italian",1000,Medium
South Parade - The Chancery Hotel,3,120,Lavelle Road,"North Indian, Continental, Chinese",1200,High
Mint Masala,3,253,Infantry Road,"North Indian, Chinese",1000,Medium
The Hub - Ibis Hotel,4,29,Richmond Road,"Finger Food, Fast Food, Continental",2200,High
Tiffanys,3,31,Shanti Nagar,"Continental, Italian, Chinese",1000,Medium
Nithyothsav - Hotel Ramanashree,3,31,MG Road,"North Indian, Chinese",1000,Medium
Cafe Monarch Luxur,4,23,Infantry Road,"North Indian, South Indian, Chinese, Fast Food",800,Medium
Sunehri,4,67,Richmond Road,South Indian,500,Medium
Bazaar- Zone By The Park,4,52,Infantry Road,"Continental, South Indian, North Indian, Asian",1100,High
VT Sindhur Veg,3,13,Richmond Road,"North Indian, Chinese",600,Medium
Spice It,4,52,Richmond Road,"North Indian, Continental, Italian",1200,High
Woody's,2,116,Richmond Road,"Chinese, South Indian, North Indian",650,Medium
Skylit - Citrus Hotels,4,324,Cunningham Road,"North Indian, Mughlai, Mediterranean",1300,High
Banjara Melting Pot,4,474,Cunningham Road,"North Indian, Chinese, Seafood",1700,High
Zodiac - Fortune Select JP Cosmos Hotel,4,91,Cunningham Road,"North Indian, South Indian, Chinese, Continental",1800,High
One Atria Cafe,4,100,Race Course Road,"South Indian, Continental, North Indian",1600,High
24 Carats - The Capitol,3,46,Cunningham Road,"Asian, Continental",1000,Medium
BISO - Citrus Hotels,4,156,Cunningham Road,"North Indian, South Indian, Italian, Continental",1100,High
Handi Biryani,4,84,Marathahalli,"Hyderabadi, Biryani",300,Low
Happy Eat,3,86,Marathahalli,"Biryani, Chinese, North Indian",300,Low
Food Mood,4,52,Whitefield,North Indian,350,Low
InnerChef,4,175,Whitefield,"North Indian, Continental",500,Medium
Dock Frost'd,5,110,Marathahalli,"Beverages, Desserts",400,Low
Tandoori Junction,4,81,Marathahalli,"North Indian, Chinese, Biryani",400,Low
Dil Punjabi,3,158,Marathahalli,North Indian,300,Low
Kerala Tiffin,4,162,Whitefield,Kerala,300,Low
Mahek of Punjab,3,75,Marathahalli,North Indian,400,Low
Punjabi Phulka,3,67,Marathahalli,North Indian,500,Medium
The Bawarchi,3,329,Marathahalli,"Hyderabadi, North Indian, Chinese, Biryani",700,Medium
Eat Eroo - Bombay Vada Pav,4,306,Marathahalli,Street Food,150,Low
Damodar Seth,3,152,Marathahalli,"Bengali, Chinese, North Indian",600,Medium
Donne Biryani Mane,3,31,Whitefield,Biryani,300,Low
Five Star Chicken,4,11,Marathahalli,"Fast Food, Burger",200,Low
Kitchen Rabbit,4,18,Whitefield,"North Indian, Chinese, Andhra",500,Medium
BOX8- Desi Meals,4,78,Whitefield,"North Indian, Mughlai, Fast Food",500,Medium
Ande Ka Funda,3,225,Marathahalli,"North Indian, Fast Food, Rolls",250,Low
Satakarni,3,216,Marathahalli,"Chinese, South Indian, Andhra, North Indian, Biryani",650,Medium
Orbis Restaurant,4,1117,Whitefield,"Arabian, North Indian, Chinese, Salad, Beverages",750,Medium
Domino's Pizza,3,458,Brookefield,"Pizza, Fast Food",800,Medium
Vijayawada Heights,3,7,Whitefield,North Indian,600,Medium
The Combo House,3,7,Whitefield,"Fast Food, North Indian",500,Medium
Cream Stone,4,502,Marathahalli,"Desserts, Beverages",500,Medium
The Good Bowl,3,6,Marathahalli,"Italian, North Indian, Biryani",500,Medium
The Waffcake Legacy,4,167,Marathahalli,"Desserts, Street Food, Sandwich, Beverages",350,Low
Warm Oven,4,171,Whitefield,"Bakery, Desserts",500,Medium
Sweet Truth,4,23,"ITPL Main Road, Whitefield","Bakery, Desserts",500,Medium
Kesar Sweet Shop and Fast Food,4,1123,Brookefield,"North Indian, South Indian, Chinese, Street Food, Mithai",500,Medium
Breads and Banter,4,65,Brookefield,"Cafe, Bakery, Fast Food",400,Low
Gusto's Pizza,3,10,Whitefield,Pizza,500,Medium
Imperia Restaurant,2,125,Whitefield,"North Indian, Chinese, Arabian, Biryani, Fast Food",500,Medium
Kaka Da Dhaba,3,16,Marathahalli,North Indian,400,Low
Kaati Zone,3,184,Marathahalli,"Fast Food, Biryani, Rolls",350,Low
The Paratha Company,4,402,Whitefield,North Indian,400,Low
Enchanted Garden,4,330,Whitefield,"North Indian, Continental, Italian, Cafe",1400,High
Imperial Restaurant,4,487,Marathahalli,"Biryani, Mughlai, Chinese, Arabian",700,Medium
Chatora,4,108,Marathahalli,"North Indian, Fast Food, Street Food",300,Low
Firangi Bake,4,48,Marathahalli,"Mexican, Italian",600,Medium
FreshMenu,3,835,Whitefield,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450,Low
Burger King,4,114,"ITPL Main Road, Whitefield","Burger, Fast Food, Beverages",600,Medium
Foodism,4,319,Marathahalli,"North Indian, Chinese",300,Low
HOMMS,5,224,Marathahalli,"Chinese, Beverages, Momos, Thai",300,Low
Chakh Le India,3,92,Marathahalli,"North Indian, Chinese, Rolls",300,Low
Juice Berg,4,45,Brookefield,"Beverages, Fast Food",300,Low
Salem Kitchen,3,230,Brookefield,"Chettinad, Chinese, South Indian",550,Medium
Pizza Hut,4,486,"ITPL Main Road, Whitefield",Pizza,750,Medium
Artinci Artisanal Ice Cream,4,58,Whitefield,"Desserts, Ice Cream",300,Low
Amanthrana Gardenia,4,107,Brookefield,"North Indian, Andhra, BBQ, Seafood, Chinese",800,Medium
M.M.A. Kabab's & Biriyani Center,3,789,Brookefield,"Arabian, Mughlai, Chinese, Kebab, Fast Food",400,Low
Samosa Singh,4,239,Marathahalli,"Street Food, Fast Food, Rolls, Desserts",200,Low
The Early bell,4,191,Whitefield,"North Indian, Chinese",300,Low
Faasos,4,176,"ITPL Main Road, Whitefield","North Indian, Biryani, Fast Food",500,Medium
Maria Taste Circle,4,666,Marathahalli,"South Indian, North Indian, Kerala, Seafood",450,Low
Hotel Salala,4,18,Brookefield,"North Indian, South Indian, Chinese, Biryani",400,Low
Punjabi Tasty Khana,3,158,Brookefield,"North Indian, Chinese, Biryani",450,Low
Maa Bhook Lagi,4,901,Whitefield,North Indian,400,Low
A2B - Adyar Ananda Bhavan,4,32,"Varthur Main Road, Whitefield","South Indian, North Indian, Chinese, Street Food",200,Low
Palos,3,44,Marathahalli,"Chinese, North Indian",300,Low
Dodda Mane Donne Biryani,3,19,Brookefield,"Biryani, Beverages, South Indian",400,Low
Chatpatlal Sweets & Snacks,4,334,Marathahalli,"Street Food, Mithai, North Indian, Beverages, Desserts",200,Low
Shan-e-Punjabi Express,3,71,Whitefield,North Indian,400,Low
Paradise,4,1644,Whitefield,"Biryani, North Indian, Kebab",800,Medium
Fujian Express,4,32,"Varthur Main Road, Whitefield","Chinese, Thai",200,Low
Mou Tushi Family Restaurant,4,27,Brookefield,"Bengali, Oriya, Chinese, North Indian",150,Low
Corner House Ice Cream,5,949,Marathahalli,"Ice Cream, Desserts",400,Low
Aditya Sweets,4,21,Whitefield,"Mithai, Fast Food",200,Low
Karma Foods,3,8,Brookefield,"North Indian, Chinese",250,Low
Stonelicious,4,284,Marathahalli,"Desserts, Ice Cream",300,Low
Udupi Delux,3,140,Brookefield,"South Indian, North Indian, Chinese",400,Low
Kritunga Restaurant,3,595,Brookefield,"Andhra, Biryani, North Indian, Chinese",650,Medium
Rekha Restaurant,4,97,Brookefield,"North Indian, Chinese",450,Low
Cold Stone Creamery,4,501,Whitefield,"Ice Cream, Desserts",400,Low
Desi Foodizzz,4,28,Brookefield,"North Indian, Chinese",600,Medium
Foodies Delight,4,178,Whitefield,"North Indian, Fast Food, Beverages",400,Low
Sri Udupi Park,3,13,Brookefield,"South Indian, North Indian, Chinese",300,Low
Midas Touch,3,19,Brookefield,"Bakery, Fast Food, Desserts",300,Low
Mandya Gowdru Hotel,3,5,Brookefield,South Indian,200,Low
Venice Kerala Restaurant,4,32,Brookefield,Kerala,200,Low
Ovenstory Pizza,4,74,Marathahalli,Pizza,750,Medium
Biggies Burger 'n' More,4,63,Marathahalli,"Cafe, Burger, Beverages",650,Medium
TBC - The Breakfast Company,4,26,Marathahalli,"Bihari, North Indian, South Indian",150,Low
Shanmukha,4,546,Brookefield,"Biryani, Andhra, North Indian, Chinese",800,Medium
Office Lunch Box,4,111,Whitefield,"Andhra, North Indian",200,Low
Desi Khana,3,242,"Varthur Main Road, Whitefield",North Indian,300,Low
Skandas Veg Restaurant,3,22,Brookefield,"South Indian, North Indian",400,Low
Orchard Fresh,3,21,Brookefield,"Ice Cream, Desserts",400,Low
Waffle Square,4,24,Marathahalli,"Desserts, Beverages, Ice Cream",300,Low
Red Chilli,3,18,Brookefield,"Chinese, Thai",600,Medium
Om Sweets & Fast Food,3,19,Brookefield,"North Indian, Chinese, Mithai",200,Low
Mast Kalandar,2,229,Brookefield,North Indian,450,Low
New Ambur Hot Dum Biryani,3,8,Brookefield,Biryani,300,Low
Chatpata,3,4,Brookefield,Street Food,500,Medium
Andhra Spices,3,4,Brookefield,"Andhra, Chinese, South Indian",400,Low
CocoFresh,3,4,Brookefield,Beverages,300,Low
U.P. Dhaba,3,511,Whitefield,"North Indian, Chinese",350,Low
7 Star Biryani,3,15,Koramangala 6th Block,Biryani,250,Low
SGS Non Veg - Gundu Pulav,4,120,Bannerghatta Road,"Biryani, South Indian",300,Low
The Rasaganga,4,163,HSR,"South Indian, North Indian, Chinese, Street Food",300,Low
HSR Agarval Bhavan,3,68,HSR,"South Indian, Street Food, Fast Food, Desserts, Beverages",400,Low
The Pancake Story,5,117,Koramangala 1st Block,"Desserts, Beverages",300,Low
The Village Hotel,4,14,HSR,Kerala,450,Low
Samosa Singh,4,326,HSR,"Street Food, Fast Food, Rolls, Desserts",200,Low
Vegan Heat,4,313,Koramangala 1st Block,"Healthy Food, Salad",650,Medium
RB Food Point,4,31,BTM,"North Indian, Chinese",300,Low
Biryani Nights,4,19,Bannerghatta Road,"South Indian, North Indian, Chinese",400,Low
Tata Cha,4,31,Koramangala 7th Block,"Cafe, Tea, North Indian",500,Medium
Keto Kitchen,4,15,Koramangala 7th Block,"Healthy Food, Pizza, Italian, South Indian, North Indian",500,Medium
Zee5 Loft,4,351,Koramangala 6th Block,"Cafe, North Indian, Pizza, Sandwich, Salad",500,Medium
Dwaraka Krishna,4,327,BTM,"North Indian, Biryani, Chinese",500,Medium
Desi Chopstick,4,37,HSR,North Indian,400,Low
Adyar Ananda Bhavan - Sweets,3,6,BTM,"Mithai, Desserts",200,Low
Delite Chaat House,4,498,Koramangala 6th Block,"Street Food, Gujarati",300,Low
Paani Kum Chai,4,25,JP Nagar,"Beverages, Fast Food",200,Low
ReFresh Juice Junction,4,57,Koramangala 1st Block,"Juices, Fast Food",200,Low
Daba Delights,3,9,Koramangala 4th Block,"North Indian, Mughlai",400,Low
Dindigul Time Pass Restaurant,3,115,HSR,"South Indian, North Indian, Chinese, Biryani",700,Medium
Boston Barista - Kappayum Curriyum,4,63,BTM,Kerala,350,Low
Occasions,4,189,Koramangala 4th Block,"Bakery, Desserts",400,Low
Nuts Over Salads Cafe,4,197,Koramangala 5th Block,"Cafe, Salad",800,Medium
Ande Ka Funda,3,56,Bannerghatta Road,"North Indian, Fast Food, Rolls",250,Low
Calorie Express,4,192,BTM,Healthy Food,450,Low
Deejas Kitchen,4,73,Bannerghatta Road,"South Indian, Kerala",400,Low
Tibetan Kitchen,4,245,Koramangala 5th Block,"Tibetan, Chinese, Continental, Momos",600,Medium
The Egg Factory,4,136,HSR,"Continental, American",750,Medium
Polar Bear,4,213,JP Nagar,"Ice Cream, Desserts, Beverages, Sandwich",400,Low
Dreamcatcher,4,49,Bannerghatta Road,Cafe,600,Medium
Healthie,4,106,Koramangala 7th Block,"Healthy Food, Beverages",600,Medium
Smoke-A-Pot,3,10,Koramangala 5th Block,"Biryani, Kebab, Rolls",500,Medium
Tapri By The Corner,4,205,Koramangala 5th Block,Fast Food,250,Low
Lassi Shop,4,38,BTM,"Beverages, Ice Cream",200,Low
The Bong Palate,4,60,BTM,"Bengali, North Indian, Chinese",300,Low
Anda Ka Funda,3,64,BTM,"North Indian, Chinese, Rolls",250,Low
Awesome Foods,4,23,BTM,"Chinese, North Indian",300,Low
Punjabi Swag,4,670,BTM,North Indian,500,Medium
The Mylapore Cafe,4,119,HSR,"South Indian, Kerala",200,Low
Tetto,4,130,Koramangala 1st Block,Continental,1200,High
Bite Me Cupcakes,4,189,Koramangala 4th Block,Desserts,300,Low
Taaza Mithai,4,47,JP Nagar,"Mithai, Street Food",100,Low
New Punjabi Pure Veg Restaurant,4,10,HSR,North Indian,300,Low
Thalis Of India,4,23,Koramangala 7th Block,"South Indian, North Indian, Beverages",500,Medium
Makers of Milkshakes,4,55,Koramangala 5th Block,Beverages,400,Low
Mirch,4,94,HSR,"North Indian, Biryani",400,Low
Maggi N Maggi House,3,22,Bannerghatta Road,Fast Food,300,Low
Pappu Chaiwalla,3,89,BTM,"North Indian, Momos, Rolls, Fast Food",350,Low
Public Khana,4,17,BTM,"South Indian, North Indian",200,Low
Shagun Sweets & Foods,4,221,BTM,"Mithai, North Indian, Street Food, Chinese",400,Low
YumYumDilli,4,53,Koramangala 7th Block,North Indian,500,Medium
El Salver,4,74,BTM,"Biryani, Chinese, Continental, North Indian, Kerala, South Indian",700,Medium
Manchu Cafe,4,22,BTM,"Chinese, Fast Food, Asian, Beverages, Nepalese, Tibetan",300,Low
GKT Biryani World,4,83,HSR,"Biryani, Italian, BBQ",350,Low
Fresh Pressery Cafe,4,137,Koramangala 5th Block,"Cafe, Healthy Food, Salad, Beverages, Desserts",1200,High
Beer Adda,4,541,Koramangala 5th Block,"North Indian, Chinese, Pizza",1000,Medium
The Milkshake Theory,4,47,Koramangala 5th Block,"Beverages, Fast Food",400,Low
AM's Cafe Recreate,3,8,BTM,"Chinese, North Indian",250,Low
Chowpatty,4,95,Koramangala 1st Block,"North Indian, Fast Food, Street Food",300,Low
Koramangala Social,5,4650,Koramangala 7th Block,"American, North Indian, Chinese, Finger Food",1500,High
1000 B.C,3,49,Koramangala 5th Block,"Arabian, Sandwich, Rolls, Burger",300,Low
Chow San,3,122,Bannerghatta Road,"Chinese, Thai, Momos",500,Medium
Min Mini Punjabi Dhaba,4,85,Koramangala 7th Block,North Indian,400,Low
Chef Delicacies,3,4,BTM,"Kebab, Rolls",400,Low
Sweet Truth,4,33,Bannerghatta Road,"Bakery, Desserts",500,Medium
Bearfoot Cafe,4,174,Koramangala 6th Block,Cafe,600,Medium
1722 Urban Bistro,4,218,Koramangala 5th Block,"North Indian, Chinese, Fast Food, Biryani",600,Medium
Nanna Munna Paratha House,4,108,BTM,North Indian,300,Low
South Tiffins,4,144,HSR,South Indian,150,Low
Delhi Biryani Cafe,4,10,BTM,"North Indian, Biryani",250,Low
Hungerbreak 24x7,3,7,Koramangala 8th Block,"North Indian, South Indian, Maharashtrian",500,Medium
Vindu Andhra Ruchulu,4,281,Jayanagar,"Biryani, North Indian, Andhra",800,Medium
The House Of Paratha,4,58,Koramangala 5th Block,North Indian,200,Low
Naati Manae,4,484,Koramangala 5th Block,"North Indian, South Indian, Chinese, Biryani",700,Medium
Davanagere Benne Dose,4,106,HSR,South Indian,150,Low
Taste Of Malabar,4,23,BTM,"South Indian, Kerala, Chinese",350,Low
Friend's Cafe,4,551,Koramangala 7th Block,"Fast Food, American, Chinese",600,Medium
Oogway Express,4,347,JP Nagar,"Chinese, Thai, Momos",600,Medium
Bangalore Cafe,4,197,HSR,"South Indian, Fast Food",400,Low
Nandanam Family Restaurant,4,18,BTM,"Kerala, Chinese, South Indian",350,Low
Kuttanadu,3,261,HSR,"Kerala, Chinese, Seafood, North Indian",700,Medium
Waffle Magic,4,83,Koramangala 6th Block,"Cafe, Desserts",700,Medium
Desipun,4,344,Koramangala 5th Block,North Indian,500,Medium
Dilli in a Box,4,7,Koramangala 7th Block,"Fast Food, North Indian",400,Low
Indore Eat Restaurant,4,72,Koramangala 6th Block,"Street Food, South Indian",100,Low
FRYBIES,3,15,Bannerghatta Road,Fast Food,350,Low
BIB - Breakfast in the Box,4,85,Bannerghatta Road,"American, Sandwich",600,Medium
Bombay Sandwich Company,4,33,Koramangala 7th Block,"Sandwich, Beverages",400,Low
Cafe Alchemist,4,61,BTM,"Fast Food, Juices",300,Low
Sri Krishna Kitchen,4,41,BTM,Fast Food,400,Low
Lucknowiz,4,323,Koramangala 1st Block,"Lucknowi, Chinese",500,Medium
Rolls Mania,4,32,Koramangala 6th Block,"Fast Food, Rolls",450,Low
Barbeque Station,3,151,Koramangala 7th Block,"North Indian, Chinese, BBQ",700,Medium
Sweet Chariot,4,186,Koramangala 7th Block,"Bakery, Fast Food",500,Medium
Cupcake Bliss,3,4,HSR,Bakery,250,Low
Lassi Berg,3,13,BTM,Juices,100,Low
HSR SLV Fast Food,4,33,HSR,"South Indian, Fast Food",200,Low
The Waffles Hut,4,162,HSR,Desserts,400,Low
Bhavani Chats,4,34,Bannerghatta Road,Street Food,100,Low
Yummy Momos,4,44,Bannerghatta Road,"Momos, Street Food, Fast Food, Tibetan, Chinese",200,Low
Gam's Delicacy,4,325,Koramangala 7th Block,"North Indian, Chinese, Assamese",800,Medium
Indian Paratha Factory,3,24,BTM,North Indian,250,Low
Aligarh House,4,98,Koramangala,"North Indian, Biryani, Awadhi, Mughlai",400,Low
Domino's Pizza,4,419,Bommanahalli,"Pizza, Fast Food",800,Medium
Barbeque Nation,4,1065,Ulsoor,"North Indian, European, Mediterranean, BBQ, Kebab",1600,High
Cubbon Pavilion - ITC Gardenia,4,679,Richmond Road,"European, Continental, Chinese, Thai",2500,High
Le Jardin - The Oberoi,4,689,MG Road,"European, Mediterranean, North Indian",3000,High
BBQ@52,4,41,MG Road,"BBQ, Biryani, Continental",1500,High
Konark Vegetarian Restaurant,4,1007,Residency Road,"North Indian, Chinese, Continental, South Indian, Street Food, Juices",500,Medium
BBQ'D - Global Grill & Brewery,4,458,Lavelle Road,"BBQ, North Indian",1500,High
The Spice Bazaar,4,332,Lavelle Road,"North Indian, Mughlai",1000,Medium
The Market - The Ritz-Carlton,4,614,Residency Road,"North Indian, European, Thai",3400,High
WelcomCafe Jacaranda - WelcomHotel Bengaluru,4,53,Richmond Road,"Asian, Continental, North Indian",2000,High
Kitchen On Table,4,48,Brigade Road,"Japanese, Sushi, Asian",1500,High
Puran da Dhaba - The Pride Hotel,4,164,Richmond Road,North Indian,1700,High
Season - Adarsh Hamilton,4,326,Richmond Road,"North Indian, Chinese, South Indian, Continental",1200,High
Cafe Mangii,4,1048,Lavelle Road,"Italian, Continental, Pizza",1600,High
Panchavati Gaurav Thali,4,929,Brigade Road,"Rajasthani, Gujarati",800,Medium
Northern Gate- Gateway Hotel,4,100,Residency Road,North Indian,1900,High
Saatvikk,3,132,Brigade Road,"North Indian, South Indian, Continental",650,Medium
Curry with a 'K' - St. Mark's Hotel,4,89,St. Marks Road,"North Indian, Mughlai, Hyderabadi",1400,High
Canopy,3,108,MG Road,"North Indian, Continental, Chinese",800,Medium
Cafe @ Elanza,4,145,Richmond Road,"Chinese, North Indian, Cafe",1000,Medium
70 Brigade - Iris Hotel,4,106,Brigade Road,"Chinese, North Indian, Pizza",1000,Medium
Monarch,4,10,Brigade Road,"North Indian, Chinese, Continental, South Indian",700,Medium
Mynt - The Taj West End,4,339,Race Course Road,"Italian, North Indian, Lebanese",2500,High
Red Onion,4,552,Shanti Nagar,"Chinese, North Indian, Biryani, Kebab",1200,High
Coastal Creek,3,13,Vasanth Nagar,"North Indian, Continental, South Indian",600,Medium
BLOW,4,945,Church Street,"Cafe, Continental, American, Burger",750,Medium
Cafe Azzure,4,2669,MG Road,"Cafe, Continental, Italian, Burger",1200,High
Moto Store & CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â©,4,382,Ulsoor,"Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich",500,Medium
Brik Oven,5,2263,Church Street,"Cafe, Pizza, Beverages",1100,High
The White Room - Coffee & Kitchen,4,1706,Church Street,"Cafe, Continental, American, Desserts",1000,Medium
Matteo Coffea,4,2638,Church Street,Cafe,600,Medium
Smally's Resto Cafe,4,3548,Church Street,"Cafe, Italian, Burger, American, Steak",650,Medium
Little Green Cafe,4,788,Church Street,"Cafe, Healthy Food, Salad, Continental, Beverages, Italian, Sandwich",900,Medium
Wolf'ish,4,461,Church Street,"Cafe, American, Italian, Pizza, Burger",700,Medium
Tata Cha,4,67,Church Street,"Cafe, Tea, North Indian",500,Medium
Starbucks,4,526,Church Street,"Cafe, Desserts",700,Medium
Cafe 22,3,11,Church Street,"Cafe, Fast Food",700,Medium
Green Theory,4,2840,Residency Road,"Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800,Medium
CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© Felix,4,693,MG Road,"American, Cafe, Continental",1700,High
Truffles,5,3573,St. Marks Road,"Cafe, American, Burger, Steak",900,Medium
Glen's Bakehouse,4,1093,Lavelle Road,"Bakery, Cafe, Italian, Desserts",600,Medium
Cafe Mozaic - Taj MG Road Bengaluru,4,564,MG Road,"North Indian, Italian, South Indian, Continental, Cafe, Salad",2500,High
Bengaluru Baking Company - JW Marriott Bengaluru,4,523,Lavelle Road,"Salad, Bakery, Cafe, Sandwich, Italian, Burger",1400,High
Japan Travel Cafe Azuki,4,67,Residency Road,"Cafe, Japanese",400,Low
Cafe Kaara,4,164,Ulsoor,"Cafe, Salad, Desserts, Pizza",750,Medium
CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© Mor'ish,4,115,Richmond Road,"BBQ, Continental, Burger, Wraps, Pizza, Cafe",700,Medium
Fabcafe,4,55,MG Road,"Cafe, Healthy Food",800,Medium
Skoolroom,4,569,Ulsoor,"Cafe, Continental, Italian, Burger, Beverages",700,Medium
Lakeview Milkbar,4,1445,MG Road,"Desserts, Cafe, Fast Food",500,Medium
Cafe Coffee Day The Square,4,388,Lavelle Road,Cafe,1100,High
The Souk,4,66,Ulsoor,"Cafe, Mediterranean, Italian, Pizza, Continental",800,Medium
KAARA BY THE LAKE,4,47,Ulsoor,"Cafe, Italian, Coffee",750,Medium
Trick Or Treat,4,618,Brigade Road,"Cafe, Burger, Continental, Pizza, Steak",500,Medium
Cafe Imroze,4,95,Infantry Road,"Cafe, Burger, Italian, Fast Food",650,Medium
Happy Belly Bakes,4,116,MG Road,"Cafe, Bakery",500,Medium
The Blackboard Bakery,4,90,Lavelle Road,"Cafe, Bakery, Continental",1000,Medium
The Flying Squirrel,4,24,Brigade Road,"Cafe, Bakery, Beverages, Burger, Continental",450,Low
Fatso's,4,72,Brigade Road,"Cafe, American, Italian, Burger",650,Medium
Fresh Pressery Cafe,4,104,Lavelle Road,"Cafe, Italian, Healthy Food",1200,High
Urban Solace - CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© for the Soul,4,462,Ulsoor,"Cafe, American, Continental, Steak",800,Medium
Soul Cafe,4,314,MG Road,"Cafe, Continental, Italian",800,Medium
The CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© @ Saanchi,4,30,Richmond Road,Cafe,800,Medium
WAFL CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â©,4,85,Residency Road,"Cafe, Fast Food, Desserts, Beverages",400,Low
Haji Ali Juice Centre,4,22,MG Road,"Beverages, Cafe, Juices, Fast Food",350,Low
Yomama!!,4,7,Brigade Road,"Continental, Burger, Cafe, Steak",800,Medium
Peppa Zzing,4,1133,Infantry Road,"Cafe, Fast Food, Burger",800,Medium
Cafe Cerrise,4,96,Ulsoor,"Cafe, Continental, Salad",600,Medium
Gobble Up Churros Cafe,4,37,Ulsoor,"Beverages, Cafe, Desserts, Spanish, Bakery",400,Low
Chai Ki Tapri,4,16,MG Road,Cafe,250,Low
Cafe Aladdin,4,74,St. Marks Road,"Cafe, Chinese",500,Medium
CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â© MH-28,3,9,Shivajinagar,Cafe,300,Low
Driven Cafe,3,122,Residency Road,"Cafe, Beverages, Fast Food",600,Medium
Cafe Cassia& Deli,4,115,Ulsoor,"Lebanese, Mediterranean, Cafe",1000,Medium
Hashtag Cafe,3,44,Brigade Road,"Cafe, Continental, European, Italian",700,Medium
The Lobby Brew - Conrad Bengaluru,4,25,Ulsoor,"Cafe, North Indian, Fast Food",2200,High
Savera Cafe,4,11,Shivajinagar,Cafe,50,Low
Bon Sante,4,104,Brigade Road,"Cafe, Continental, Italian",800,Medium
Little Bites,4,7,MG Road,"Cafe, Fast Food",200,Low
Dasaprakash Cafe,3,10,MG Road,Cafe,400,Low
Smokie Brownie,3,7,Brigade Road,Cafe,600,Medium
Berrylicious Cafe,4,125,MG Road,"Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",900,Medium
The Bao Belly,3,9,Residency Road,Cafe,400,Low
Norsha Caffe,3,6,Commercial Street,Cafe,400,Low
The Coffee Bean & Tea Leaf,4,260,MG Road,Cafe,700,Medium
Kalmane Koffees,4,46,Brigade Road,Cafe,350,Low
Hammered,5,4677,Cunningham Road,"North Indian, Thai, Japanese, Continental, Cafe",1300,High
The Culinarium,4,23,Vasanth Nagar,"Cafe, Desserts, Beverages",1100,High
Dolci Desserts,4,655,Cunningham Road,"Cafe, Desserts",750,Medium
Step Right Up,4,153,Vasanth Nagar,"Cafe, Italian",300,Low
Infinitea Tea Room & Tea Store,4,860,Cunningham Road,"Continental, Cafe, Desserts, Salad, Momos",1000,Medium
Mudpipe Cafe,4,740,Cunningham Road,"Cafe, Continental, Italian, Burger",750,Medium
The Courtyard,4,297,Shanti Nagar,"Cafe, Italian",750,Medium
Barista,4,35,Shanti Nagar,Cafe,300,Low
Chels Cafe,4,20,Cunningham Road,"Cafe, Burger",500,Medium
BanBay,4,44,Vasanth Nagar,"Cafe, Modern Indian, Pizza, Burger, Desserts",1100,High
Bangalore Masala House,4,255,Vasanth Nagar,"Cafe, Continental, Fast Food",500,Medium
Talk Ease,3,10,City Market,Cafe,200,Low
